move_name,type,category,power,accuracy,pp,makes_contact,introduced,effect,z_effect
Tailwind,Flying,Status,,,15,false,4,Tailwinddoubles the speed of all Pokémon in the user's party for 4 turns.,"When a Pokémon is holdingFlyinium Zand uses its Z-Power,Tailwindturns intoZ-Tailwindand raises critical-hit ratio one stage, in addition to its usual effect as above."
Ice Hammer,Ice,Physical,100,90,10,true,7,"The user swings and hits with its strong, heavy fist. It lowers the user's Speed, however.							(100% chance)Z-Move effectsWhen a Pokémon is holdingIcium Zand uses its Z-Power,Ice Hammerturns intoSubzero Slammerand has base power180.","When a Pokémon is holdingIcium Zand uses its Z-Power,Ice Hammerturns intoSubzero Slammerand has base power180."
X-Scissor,Bug,Physical,80,100,15,true,4,X-Scissordeals damage with no additional effect.,"When a Pokémon is holdingBuginium Zand uses its Z-Power,X-Scissorturns intoSavage Spin-Outand has base power160."
Throat Chop,Dark,Physical,80,100,15,true,7,Throat Chopdeals damage and prevents the target from using sound-based moves such asHyper Voicefor two turns.,"When a Pokémon is holdingDarkinium Zand uses its Z-Power,Throat Chopturns intoBlack Hole Eclipseand has base power160."
First Impression,Bug,Physical,90,100,10,true,7,"Although this move has great power, it only works the first turn the user is in battle.Z-Move effectsWhen a Pokémon is holdingBuginium Zand uses its Z-Power,First Impressionturns intoSavage Spin-Outand has base power175.","When a Pokémon is holdingBuginium Zand uses its Z-Power,First Impressionturns intoSavage Spin-Outand has base power175."
Mirror Coat,Psychic,Special,,100,20,false,2,"When hit by a Special Attack, user strikes back with 2x power.Z-Move effectsWhen a Pokémon is holdingPsychium Zand uses its Z-Power,Mirror Coatturns intoShattered Psycheand has base power100.","When a Pokémon is holdingPsychium Zand uses its Z-Power,Mirror Coatturns intoShattered Psycheand has base power100."
Play Nice,Normal,Status,,,20,false,6,"Play Nicelowers the target's Attack by one stage. The move always hits, even if the target used aProtect-like move.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Play Niceturns intoZ-Play Niceand raises Defense one stage, in addition to its usual effect as above."
Double-Edge,Normal,Physical,120,100,15,true,1,"Double-Edgedeals damage, but the user receives1⁄3of the damage it inflicted in recoil. In other words, if the attack does 90 HP damage to the opponent, the user will lose 30 HP.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Double-Edgeturns intoBreakneck Blitzand has base power190."
Healing Wish,Psychic,Status,,,10,false,4,"The user faints and the next Pokémon released is fully healed.Z-Move effectsWhen a Pokémon is holdingPsychium Zand uses its Z-Power,Healing Wishhas no additional effect.","When a Pokémon is holdingPsychium Zand uses its Z-Power,Healing Wishhas no additional effect."
Sparkly Swirl,Fairy,Special,90,100,15,false,7,Sparkly Swirldeals damage and heals all status conditions of the user's party Pokémon (similar toAromatherapy).,
Dragon Pulse,Dragon,Special,85,100,10,false,4,Dragon Pulsedeals damage with no additional effect.,"When a Pokémon is holdingDragonium Zand uses its Z-Power,Dragon Pulseturns intoDevastating Drakeand has base power160."
Thunder,Electric,Special,110,70,10,false,1,Thunderdeals damage and has a 30% chance of paralyzing the target.,"When a Pokémon is holdingElectrium Zand uses its Z-Power,Thunderturns intoGigavolt Havocand has base power185."
Rototiller,Ground,Status,,,10,false,6,Rototillerraises the Attack and Special Attack of any Grass-type Pokémon on the field by one stage each.,"When a Pokémon is holdingGroundium Zand uses its Z-Power,Rototillerturns intoZ-Rototillerand raises Attack one stage, in addition to its usual effect as above."
Stone Axe,Rock,Physical,65,90,15,true,8,"Stone Axedeals damage and scatters sharp rocks around the opposing field, likeStealth Rock, which damage opponents switching into battle.",
Darkest Lariat,Dark,Physical,85,100,10,true,7,"Darkest Lariatdeals damage, but ignores changes to the target's stats (i.e. Defense and Evasion in this case).","When a Pokémon is holdingDarkinium Zand uses its Z-Power,Darkest Lariatturns intoBlack Hole Eclipseand has base power160.When Incineroar is holdingIncinium Zand uses its Z-Power,Darkest Lariatturns intoMalicious Moonsaultand has base power180."
False Swipe,Normal,Physical,40,100,40,true,2,"Always leaves opponent with at least 1 HP.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,False Swipeturns intoBreakneck Blitzand has base power100.","When a Pokémon is holdingNormalium Zand uses its Z-Power,False Swipeturns intoBreakneck Blitzand has base power100."
Psycho Shift,Psychic,Status,,100,10,false,4,"Psycho Shifttransfers any major status condition the user has (Poison, Burn, Paralysis, Sleep, Freeze) to the target, if the target does not already have a status condition.","When a Pokémon is holdingPsychium Zand uses its Z-Power,Psycho Shiftturns intoZ-Psycho Shiftand raises Special Attack two stages, in addition to its usual effect as above."
Embargo,Dark,Status,,100,15,false,4,Embargoprevents the target using any items for five turns. This includes both held items and items used by the trainer such as medicines.,"When a Pokémon is holdingDarkinium Zand uses its Z-Power,Embargoturns intoZ-Embargoand raises Special Attack one stage, in addition to its usual effect as above."
Pin Missile,Bug,Physical,25,95,20,false,1,"Pin Missilehits 2-5 times per turn used. The probability of each interval is shown in the table, with the total power after each hit.","When a Pokémon is holdingBuginium Zand uses its Z-Power,Pin Missileturns intoSavage Spin-Outand has base power140."
Growth,Normal,Status,,,20,false,1,Growthraises the user's Attack and Special Attack by one stage each. During harsh sunlight it raises each stat by two stages.,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Growthturns intoZ-Growthand raises Special Attack one stage, in addition to its usual effect as above."
Energy Ball,Grass,Special,90,100,10,false,4,Energy Balldeals damage and has a 10% chance of lowering the target's Special Defense by one stage.,"When a Pokémon is holdingGrassium Zand uses its Z-Power,Energy Ballturns intoBloom Doomand has base power175."
Scary Face,Normal,Status,,100,10,false,2,Scary Facelowers the target's Speed by two stages.,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Scary Faceturns intoZ-Scary Faceand raises Speed one stage, in addition to its usual effect as above."
Guard Swap,Psychic,Status,,,10,false,4,"User and opponent swap Defense and Special Defense.Z-Move effectsWhen a Pokémon is holdingPsychium Zand uses its Z-Power,Guard Swapturns intoZ-Guard Swapand raises Speed one stage, in addition to its usual effect as above.","When a Pokémon is holdingPsychium Zand uses its Z-Power,Guard Swapturns intoZ-Guard Swapand raises Speed one stage, in addition to its usual effect as above."
Toxic,Poison,Status,,90,10,false,1,Toxiccauses the target to bebadly poisoned.Pokémon that are badly poisoned will lose an increasing amount of HP at the end of each turn.,"When a Pokémon is holdingPoisonium Zand uses its Z-Power,Toxicturns intoZ-Toxicand raises Defense one stage, in addition to its usual effect as above."
Stone Edge,Rock,Physical,100,80,5,false,4,Stone Edgedeals damage and has an increased critical hit ratio (1⁄8instead of1⁄24).,"When a Pokémon is holdingRockium Zand uses its Z-Power,Stone Edgeturns intoContinental Crushand has base power180.When Lycanroc is holdingLycanium Zand uses its Z-Power,Stone Edgeturns intoSplintered Stormshardsand has base power190."
Misty Terrain,Fairy,Status,,,10,false,6,"Misty Terraincreates a low-lying mist lasting 5 turns, that protects all grounded Pokémon from status conditions (including confusion). It also halves the power ofDragontype moves while in effect.","When a Pokémon is holdingFairium Zand uses its Z-Power,Misty Terrainturns intoZ-Misty Terrainand raises Special Defense one stage, in addition to its usual effect as above."
Avalanche,Ice,Physical,60,100,10,true,4,"Power doubles if user took damage first.Z-Move effectsWhen a Pokémon is holdingIcium Zand uses its Z-Power,Avalancheturns intoSubzero Slammerand has base power120.","When a Pokémon is holdingIcium Zand uses its Z-Power,Avalancheturns intoSubzero Slammerand has base power120."
Glacial Lance,Ice,Physical,120,100,5,false,8,"The user attacks by hurling a blizzard-cloaked icicle lance at opposing Pokémon.ChangesIn Pokémon Legends: Arceus,Glacial Lancehas 130 base power.",
Memento,Dark,Status,,100,10,false,3,"User faints, sharply lowers opponent's Attack and Special Attack.ChangesInGeneration 3,Mementoalways hits.Z-Move effectsWhen a Pokémon is holdingDarkinium Zand uses its Z-Power,Mementoturns intoZ-Mementoand fully restores the HP of the Pokémon switching in, in addition to its usual effect as above.","When a Pokémon is holdingDarkinium Zand uses its Z-Power,Mementoturns intoZ-Mementoand fully restores the HP of the Pokémon switching in, in addition to its usual effect as above."
Confide,Normal,Status,,,20,false,6,Confidelowers the target's Special Attack by one stage.,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Confideturns intoZ-Confideand raises Special Defense one stage, in addition to its usual effect as above."
Springtide Storm,Fairy,Special,100,80,5,false,8,Springtide Stormdeals damage and has a 30% chance of lowering the target's Attack by one stage. The move targets both opponents in a double battle (each with a 30% chance of lowering Attack).,
Aura Sphere,Fighting,Special,80,,20,false,4,"Aura Spheredeals damage and ignores changes to the Accuracy and Evasion stats. However, it will not hit Pokémon during the invulnerable stage ofBounce,Dig,Dive,Fly,Phantom Force,Shadow ForceorSky Drop.","When a Pokémon is holdingFightinium Zand uses its Z-Power,Aura Sphereturns intoAll-Out Pummelingand has base power160."
Poison Fang,Poison,Physical,50,100,15,true,3,Poison Fangdeals damage and has a 50% chance ofbadly poisoningthe target. Badly poisoned Pokémon will lose an increasing amount of HP at the end of each turn.,"When a Pokémon is holdingPoisonium Zand uses its Z-Power,Poison Fangturns intoAcid Downpourand has base power100."
Chatter,Flying,Special,65,100,20,false,4,"Chatterdeals damage and causes the target to become confused. Confused Pokémon have a 33% chance of hurting themselves each turn, for 1-4 attacking turns (50% chance inGenerations 1-6). The damage received is as if the Pokémon attacks itself with a typeless 40 base power Physical attack.","When a Pokémon is holdingFlyinium Zand uses its Z-Power,Chatterturns intoSupersonic Skystrikeand has base power120."
Hi Jump Kick,Fighting,Physical,130,90,10,true,1,"High Jump Kickdeals damage, however, if it misses the userkeeps going and crashes,losing1⁄2of its maximum HP.High Jump Kickcannot be used ifGravityis in effect.","When a Pokémon is holdingFightinium Zand uses its Z-Power,High Jump Kickturns intoAll-Out Pummelingand has base power195."
Echoed Voice,Normal,Special,40,100,15,false,5,"Echoed Voicedeals damage starting at base power 40, and increases by 40 each turn if used by any Pokémon on the field, up to a maximum base power of 200.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Echoed Voiceturns intoBreakneck Blitzand has base power100."
Baddy Bad,Dark,Special,90,100,15,false,7,"Baddy Baddeals damage and reduces damage from Physical attacks by 50%, for 5 turns (similar toReflect).",
Swallow,Normal,Status,,,10,false,3,"Swallowrecovers a varying amount of HP depending on how many times the user has usedStockpile. It recovers 25%, 50% or 100% of the user's maximum HP if the user stockpiled one, two or three times respectively.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Swallowturns intoZ-Swallowand eliminates any stat drops applied to the user, in addition to its usual effect as above."
Camouflage,Normal,Status,,,20,false,3,Camouflagecauses the user to change its type based on the current terrain:,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Camouflageturns intoZ-Camouflageand raises Evasiveness one stage, in addition to its usual effect as above."
Order Up,Dragon,Physical,80,100,10,false,9,"Order Updeals damage. If the user, Dondozo, has aTatsugiriin its mouth, it also raises a particular stat depending on the form of Tatsugiri:",
Malignant Chain,Poison,Special,100,100,5,false,9,"The user pours toxins into the target by wrapping them in a toxic, corrosive chain. This may also leave the target badly poisoned.",
Moonlight,Fairy,Status,,,5,false,2,The user restores its own HP. The amount of HP regained varies with the weather.,"When a Pokémon is holdingFairium Zand uses its Z-Power,Moonlightturns intoZ-Moonlightand eliminates any stat drops applied to the user, in addition to its usual effect as above."
Psych Up,Normal,Status,,,10,false,2,"Copies the opponent's stat changes.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Psych Upturns intoZ-Psych Upand fully restores the user's HP, in addition to its usual effect as above.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Psych Upturns intoZ-Psych Upand fully restores the user's HP, in addition to its usual effect as above."
Misty Explosion,Fairy,Special,100,100,5,false,8,The user attacks everything around it and faints upon using this move. This move’s power is increased on Misty Terrain.,
Confuse Ray,Ghost,Status,,100,10,false,1,"Confuse Raycauses the target to become confused. Confused Pokémon have a 33% chance of hurting themselves each turn, for 1-4 attacking turns (50% chance inGenerations 1-6). The damage received is as if the Pokémon attacks itself with a typeless 40 base power Physical attack.","When a Pokémon is holdingGhostium Zand uses its Z-Power,Confuse Rayturns intoZ-Confuse Rayand raises Special Attack one stage, in addition to its usual effect as above."
Rage Powder,Bug,Status,,,20,false,5,Rage Powderredirects all single-target moves used by opponents to itself. It is only useful in double or triple battles.,"When a Pokémon is holdingBuginium Zand uses its Z-Power,Rage Powderturns intoZ-Rage Powderand eliminates any stat drops applied to the user, in addition to its usual effect as above."
Hyper Fang,Normal,Physical,80,90,15,true,1,Hyper Fangdeals damage and has a 10% chance of causing the target to flinch (if the target has not yet moved).,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Hyper Fangturns intoBreakneck Blitzand has base power160."
Counter,Fighting,Physical,,100,20,true,1,"When hit by a Physical Attack, user strikes back with 2x power.Z-Move effectsWhen a Pokémon is holdingFightinium Zand uses its Z-Power,Counterturns intoAll-Out Pummelingand has base power100.","When a Pokémon is holdingFightinium Zand uses its Z-Power,Counterturns intoAll-Out Pummelingand has base power100."
Scratch,Normal,Physical,40,100,35,true,1,Scratchis one of the most common and basic moves a Pokémon learns. It deals damage with no additional effects.,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Scratchturns intoBreakneck Blitzand has base power100."
Grudge,Ghost,Status,,,5,false,3,"If the users faints after using this move, the PP for the opponent's last move is depleted.Z-Move effectsWhen a Pokémon is holdingGhostium Zand uses its Z-Power,Grudgeturns intoZ-Grudgeand makes the Pokémon become the center of attention, in addition to its usual effect as above.","When a Pokémon is holdingGhostium Zand uses its Z-Power,Grudgeturns intoZ-Grudgeand makes the Pokémon become the center of attention, in addition to its usual effect as above."
Acupressure,Normal,Status,,,30,false,4,"Acupressureraises a random stat - Attack, Defense, Speed, Special Attack, Special Defense, Accuracy or Evasion - by two stages. It will always choose a stat that is not already maximized.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Acupressureturns intoZ-Acupressureand raises critical-hit ratio one stage, in addition to its usual effect as above."
Arm Thrust,Fighting,Physical,15,100,20,true,3,"Arm Thrusthits 2-5 times per turn used. The probability of each interval is shown in the table, with the total power after each hit.","When a Pokémon is holdingFightinium Zand uses its Z-Power,Arm Thrustturns intoAll-Out Pummelingand has base power100."
Agility,Psychic,Status,,,30,false,1,Agilityraises the user's Speed by two stages.,"When a Pokémon is holdingPsychium Zand uses its Z-Power,Agilityturns intoZ-Agilityand eliminates any stat drops applied to the user, in addition to its usual effect as above."
Anchor Shot,Steel,Physical,80,100,20,true,7,"The user entangles the target with its anchor chain while attacking. The target becomes unable to flee.Z-Move effectsWhen a Pokémon is holdingSteelium Zand uses its Z-Power,Anchor Shotturns intoCorkscrew Crashand has base power160.","When a Pokémon is holdingSteelium Zand uses its Z-Power,Anchor Shotturns intoCorkscrew Crashand has base power160."
Aurora Veil,Ice,Status,,,20,false,7,"Aurora Veilhalves damage from Physical and Special attacks for five turns. It can only be used during hail or snow, but the effects continue if the weather changes or subsides.","When a Pokémon is holdingIcium Zand uses its Z-Power,Aurora Veilturns intoZ-Aurora Veiland raises Speed one stage, in addition to its usual effect as above."
Bulldoze,Ground,Physical,60,100,20,false,5,Bulldozedeals damage and lowers the target's Speed by one stage.,"When a Pokémon is holdingGroundium Zand uses its Z-Power,Bulldozeturns intoTectonic Rageand has base power120."
Pursuit,Dark,Physical,40,100,20,true,2,"Pursuitdeals damage, and hits with double power if the target is switching out.","When a Pokémon is holdingDarkinium Zand uses its Z-Power,Pursuitturns intoBlack Hole Eclipseand has base power100."
Scorching Sands,Ground,Special,70,100,10,false,8,The user throws scorching sand at the target to attack. This may also leave the target with a burn.,
Volt Tackle,Electric,Physical,120,100,15,true,3,"Volt Tackledeals damage and has a 10% chance of paralyzing the target, but the user receives1⁄3of the damage it inflicted in recoil. In other words, if the attack does 90 HP damage to the opponent, the user will lose 30 HP.","When a Pokémon is holdingElectrium Zand uses its Z-Power,Volt Tackleturns intoGigavolt Havocand has base power190.When Pikachu is holdingPikanium Zand uses its Z-Power,Volt Tackleturns intoCatastropikaand has base power210."
Moonblast,Fairy,Special,95,100,15,false,6,Moonblastdeals damage and has a 30% chance of lowering the target's Special Attack by one stage.,"When a Pokémon is holdingFairium Zand uses its Z-Power,Moonblastturns intoTwinkle Tackleand has base power175."
Play Rough,Fairy,Physical,90,90,10,true,6,Play Roughdeals damage and has a 10% chance of lowering the target's Attack by one stage.,"When a Pokémon is holdingFairium Zand uses its Z-Power,Play Roughturns intoTwinkle Tackleand has base power175.When Mimikyu is holdingMimikium Zand uses its Z-Power,Play Roughturns intoLet's Snuggle Foreverand has base power190."
Sleep Talk,Normal,Status,,,10,false,2,"User performs one of its own moves while sleeping.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Sleep Talkturns intoZ-Sleep Talkand raises critical-hit ratio one stage, in addition to its usual effect as above.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Sleep Talkturns intoZ-Sleep Talkand raises critical-hit ratio one stage, in addition to its usual effect as above."
Lucky Chant,Normal,Status,,,30,false,4,"Opponent cannot land critical hits for 5 turns.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Lucky Chantturns intoZ-Lucky Chantand raises Evasiveness one stage, in addition to its usual effect as above.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Lucky Chantturns intoZ-Lucky Chantand raises Evasiveness one stage, in addition to its usual effect as above."
Snore,Normal,Special,50,100,15,false,2,"Snoredeals damage and has a 30% chance of causing the target to flinch (if the target has not yet moved). However, it can only be used while the user is asleep (either from a move likeHypnosisor self-induced viaRest).","When a Pokémon is holdingNormalium Zand uses its Z-Power,Snoreturns intoBreakneck Blitzand has base power100."
Ion Deluge,Electric,Status,,,25,false,6,"Ion Delugechanges Normal-type moves to Electric-type for all Pokémon on the field, for the remainder of the turn.","When a Pokémon is holdingElectrium Zand uses its Z-Power,Ion Delugeturns intoZ-Ion Delugeand raises Special Attack one stage, in addition to its usual effect as above."
Triple Arrows,Fighting,Physical,90,100,10,false,8,"Triple Arrowsdeals damage and has an increased critical hit ratio (1⁄8instead of1⁄24). It has a 50% chance of lowering the target's Defense by one stage, and has a 30% chance of causing the target to flinch (if the target has not yet moved).",
Iron Defense,Steel,Status,,,15,false,3,Iron Defenseraises the user's Defense by two stages.,"When a Pokémon is holdingSteelium Zand uses its Z-Power,Iron Defenseturns intoZ-Iron Defenseand eliminates any stat drops applied to the user, in addition to its usual effect as above."
Spacial Rend,Dragon,Special,100,95,5,false,4,Spacial Renddeals damage and has an increased critical hit ratio (1⁄8instead of1⁄24).,"When a Pokémon is holdingDragonium Zand uses its Z-Power,Spacial Rendturns intoDevastating Drakeand has base power180."
Iron Head,Steel,Physical,80,100,15,true,4,Iron Headdeals damage and has a 30% chance of causing the target to flinch (if the target has not yet moved).,"When a Pokémon is holdingSteelium Zand uses its Z-Power,Iron Headturns intoCorkscrew Crashand has base power160."
Instruct,Psychic,Status,,,15,false,7,"Instructtells the user's teammate in a double/triple battle to use its most recent move instead of them. In other words, it allows a teammate to attack twice instead of the two Pokémon attacking once each.","When a Pokémon is holdingPsychium Zand uses its Z-Power,Instructturns intoZ-Instructand raises Special Attack one stage, in addition to its usual effect as above."
Attract,Normal,Status,,100,15,false,2,Attractcauses Pokémon of the opposite gender to become infatuated. Infatuated Pokémon have a 50% chance of beingimmobilized by loveeach turn and unable to attack.,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Attractturns intoZ-Attractand eliminates any stat drops applied to the user, in addition to its usual effect as above."
Double Kick,Fighting,Physical,30,100,30,true,1,Double Kickdeals damage and will strike twice (with 30 base power each time).,"When a Pokémon is holdingFightinium Zand uses its Z-Power,Double Kickturns intoAll-Out Pummelingand has base power100."
Sing,Normal,Status,,55,15,false,1,"Singputs the target to sleep, if it hits. Sleeping Pokémon cannot move (with some exceptions such asSnore). Sleep lasts for 1-3 turns.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Singturns intoZ-Singand raises Speed one stage, in addition to its usual effect as above."
Sparkling Aria,Water,Special,90,100,10,false,7,"Sparkling Ariadeals damage, and if the target is burned, heals it.","When a Pokémon is holdingWaterium Zand uses its Z-Power,Sparkling Ariaturns intoHydro Vortexand has base power175.When Primarina is holdingPrimarium Zand uses its Z-Power,Sparkling Ariaturns intoOceanic Operettaand has base power195."
Tera Starstorm,Normal,Special,120,100,5,false,9,"With the power of its crystals, the user bombards and eliminates the target. When used by Terapagos in its Stellar Form, this move damages all opposing Pokémon.",
Splash,Normal,Status,,,40,false,1,"Doesn't do ANYTHING.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Splashturns intoZ-Splashand raises Attack three stages, in addition to its usual effect as above.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Splashturns intoZ-Splashand raises Attack three stages, in addition to its usual effect as above."
Howl,Normal,Status,,,40,false,3,Howlraises the Attack of the user and its teammates by one stage.,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Howlturns intoZ-Howland raises Attack one stage, in addition to its usual effect as above."
Spit Up,Normal,Special,,100,10,false,3,"Spit Updeals varying damage depending on how many times the user usedStockpile. The base power is 100, 200 or 300 if the user stockpiled one, two or three times respectively.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Spit Upturns intoBreakneck Blitzand has base power100."
Ice Burn,Ice,Special,140,90,5,false,5,"The user ofIce Burnwill charge on the first turn. On the second turn, it deals damage and has a 30% chance of burning the target.","When a Pokémon is holdingIcium Zand uses its Z-Power,Ice Burnturns intoSubzero Slammerand has base power200."
Sandsear Storm,Ground,Special,100,80,10,false,8,Sandsear Stormdeals damage and has a 20% chance of burning the target. The move targets both opponents in a double battle (each with a 20% chance of burning).,
Foul Play,Dark,Physical,95,100,15,true,5,"Foul Playuses the opponent's Attack stat instead of the user's in damage calculation. In other words, the move acts as if the target is attacking themselves, and thus is more powerful when the opponent has higher Attack.","When a Pokémon is holdingDarkinium Zand uses its Z-Power,Foul Playturns intoBlack Hole Eclipseand has base power175."
Roost,Flying,Status,,,5,false,4,"User recovers half of its max HP and loses the Flying type temporarily.ChangesInGenerations 4-8,Roosthas 10 PP.Z-Move effectsWhen a Pokémon is holdingFlyinium Zand uses its Z-Power,Roostturns intoZ-Roostand eliminates any stat drops applied to the user, in addition to its usual effect as above.","When a Pokémon is holdingFlyinium Zand uses its Z-Power,Roostturns intoZ-Roostand eliminates any stat drops applied to the user, in addition to its usual effect as above."
Flash Cannon,Steel,Special,80,100,10,false,4,Flash Cannondeals damage and has a 10% chance of lowering the target's Special Defense by one stage.,"When a Pokémon is holdingSteelium Zand uses its Z-Power,Flash Cannonturns intoCorkscrew Crashand has base power160."
Thunderbolt,Electric,Special,90,100,15,false,1,Thunderboltdeals damage and has a 10% chance of paralyzing the target.,"When a Pokémon is holdingElectrium Zand uses its Z-Power,Thunderboltturns intoGigavolt Havocand has base power175.When Alolan Raichu is holdingAloraichium Zand uses its Z-Power,Thunderboltturns intoStoked Sparksurferand has base power175.When Pikachu in a cap is holdingPikashunium Zand uses its Z-Power,Thunderboltturns into10,000,000 Volt Thunderboltand has base power195."
Scale Shot,Dragon,Physical,25,90,20,false,8,The user attacks by shooting scales two to five times in a row. This move boosts the user’s Speed stat but lowers its Defense stat.,
Searing Shot,Fire,Special,100,100,5,false,5,Searing Shotdeals damage and has a 30% chance of burning the target.,"When a Pokémon is holdingFirium Zand uses its Z-Power,Searing Shotturns intoInferno Overdriveand has base power180."
Sucker Punch,Dark,Physical,70,100,5,true,4,"Sucker Punchdeals damage and has a priority of +1. However, the move only works if the target uses a direct attack in the same turn. If the target is not preparing an attack,Sucker Punchwill fail.","When a Pokémon is holdingDarkinium Zand uses its Z-Power,Sucker Punchturns intoBlack Hole Eclipseand has base power140."
Burn Up,Fire,Special,130,100,5,false,7,"To inflict massive damage, the user burns itself out. After using this move, the user will no longer be Fire type.Z-Move effectsWhen a Pokémon is holdingFirium Zand uses its Z-Power,Burn Upturns intoInferno Overdriveand has base power195.","When a Pokémon is holdingFirium Zand uses its Z-Power,Burn Upturns intoInferno Overdriveand has base power195."
Syrup Bomb,Grass,Special,60,85,10,false,9,Lowers opponent's Speed each turn for 3 turns.,
Spiky Shield,Grass,Status,,,10,false,6,"Spiky Shieldprevents any attacks targeted at the user from striking, for the duration of the turn. If a contact move is targeted at theSpiky Shielduser on that turn, the attacker receives damage of1⁄8their maximum HP. It has priority +4 so will activate before most other moves.","When a Pokémon is holdingGrassium Zand uses its Z-Power,Spiky Shieldturns intoZ-Spiky Shieldand raises Defense one stage, in addition to its usual effect as above."
Revival Blessing,Normal,Status,,,1,false,9,Revives a fainted party Pokémon to half HP.,
Rollout,Rock,Physical,30,90,20,true,2,"Rolloutdeals damage for 5 turns, doubling in power each turn. The move stops if it misses on any turn. If it doesn't miss,Rolloutwill deal 30, 60, 120, 240 and 480 base power damage each turn respectively.","When a Pokémon is holdingRockium Zand uses its Z-Power,Rolloutturns intoContinental Crushand has base power100."
Blue Flare,Fire,Special,130,85,5,false,5,Blue Flaredeals damage and has a 20% chance of burning the target.,"When a Pokémon is holdingFirium Zand uses its Z-Power,Blue Flareturns intoInferno Overdriveand has base power195."
Draco Meteor,Dragon,Special,130,90,5,false,4,Draco Meteordeals damage but lowers the user's Special Attack by two stages after attacking.,"When a Pokémon is holdingDragonium Zand uses its Z-Power,Draco Meteorturns intoDevastating Drakeand has base power195."
Hail,Ice,Status,,,10,false,3,Hailcreates a hailstorm that lasts for 5 turns and induces these additional effects:,"When a Pokémon is holdingIcium Zand uses its Z-Power,Hailturns intoZ-Hailand raises Speed one stage, in addition to its usual effect as above."
Clear Smog,Poison,Special,50,,15,false,5,"Removes all of the target's stat changes.Z-Move effectsWhen a Pokémon is holdingPoisonium Zand uses its Z-Power,Clear Smogturns intoAcid Downpourand has base power100.","When a Pokémon is holdingPoisonium Zand uses its Z-Power,Clear Smogturns intoAcid Downpourand has base power100."
Submission,Fighting,Physical,80,80,20,true,1,"Submissiondeals damage, but the user receives1⁄4of the damage it inflicts in recoil. In other words, if the attack does 100 HP damage to the opponent, the user will lose 25 HP.","When a Pokémon is holdingFightinium Zand uses its Z-Power,Submissionturns intoAll-Out Pummelingand has base power160."
Retaliate,Normal,Physical,70,100,5,true,5,"Inflicts double damage if a teammate fainted on the last turn.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Retaliateturns intoBreakneck Blitzand has base power140.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Retaliateturns intoBreakneck Blitzand has base power140."
Flower Trick,Grass,Physical,70,,10,false,9,Never misses; always results in a critical hit.,
Stealth Rock,Rock,Status,,,20,false,4,"Stealth Rocklays a trap of stones around the foe, which hurts Pokémon switching in to the opposing field. The rocks inflict variable damage — a fraction of the Pokémon's maximum HP, based on its susceptibility to theRocktype, as shown in the table.","When a Pokémon is holdingRockium Zand uses its Z-Power,Stealth Rockturns intoZ-Stealth Rockand raises Defense one stage, in addition to its usual effect as above."
Round,Normal,Special,60,100,15,false,5,"Rounddeals damage. If multiple Pokémon on the same team use it in the same turn, the power doubles to120and the slower Pokémon move immediately after the fastest Pokémon uses it, regardless of their Speed.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Roundturns intoBreakneck Blitzand has base power120."
Venom Drench,Poison,Status,,100,20,false,6,"If the target is poisoned,Venom Drenchlowers its Attack, Special Attack and Speed by one stage each.","When a Pokémon is holdingPoisonium Zand uses its Z-Power,Venom Drenchturns intoZ-Venom Drenchand raises Defense one stage, in addition to its usual effect as above."
Bullet Seed,Grass,Physical,25,100,30,false,3,"Bullet Seedhits 2-5 times per turn used. The probability of each interval is shown in the table, with the total power after each hit.","When a Pokémon is holdingGrassium Zand uses its Z-Power,Bullet Seedturns intoBloom Doomand has base power140."
